GLOBAL LIQUIDITY RANKING REPORT
================================================================================================================
Rank  Car Name                                                         Volume       Mean Price         CV  Liquidity
 590  ام جی / 350 / اتوماتیک                                                5    2,350,000,000     0.1060     1.4327
 591  سانگ یانگ (KGM) / کوراندو / 2.0 لیتر پرمیوم                           5    4,180,000,000     0.1103     1.4309
 592  لندرور / رنجرور ایووک / اتوماتیک                                      5   40,200,000,000     0.1106     1.4308
 593  کاپرا / دو کابین / دو دیفرانسیل                                       5    1,950,000,000     0.1147     1.4292
 594  مکث موتور / کلوت / اتوماتیک تیپ 1                                     5    3,947,600,000     0.1170     1.4283
 595  هیوندای / آوانته / دنده ای                                            5    2,078,000,000     0.1207     1.4268
 596  رنو / تندر 90 / E0                                                    5      862,000,000     0.1240     1.4255
 597  برلیانس / H220 / اتوماتیک                                             5    1,387,000,000     0.1250     1.4251
 598  ب ام و / X3 / 25                                                      5    4,444,000,000     0.1261     1.4246
 599  سوزوکی / گراند ویتارا (وارداتی) / اتوماتیک                            5    2,709,000,000     0.1461     1.4166
 600  سمند / سورن / ELX                                                     5    1,012,000,000     0.1512     1.4146
 601  پیش فروش فولکس / آی دی یونیکس / اولترا                                5    5,160,000,000     0.1567     1.4124
 602  ب ام و / سری 2 گرن کوپه / 225i                                        5   19,390,000,000     0.1616     1.4104
 603  رنو / مگان (مونتاژ) / E2-1600                                         5    2,336,000,000     0.2113     1.3905
 604  پژو / روآ / G2                                                        5      444,000,000     0.2125     1.3900
 605  سیتروئن / زانتیا / 2.0 لیتر X                                         5      726,000,000     0.2429     1.3779
 606  پورشه / پانامرا / توربو                                               5   29,880,000,000     0.2643     1.3693
 607  ایکس پنگ / G9 / 680 Ultra Max AWD                                     4    9,800,000,000     0.0000     1.3657
 608  تویوتا / کرولا هیبرید / 1.8 لیتر پایونیر                              4    5,750,000,000     0.0087     1.3622
 609  هوندا / CR-V / تورینگ                                                 4    7,625,000,000     0.0109     1.3613
 610  بنز / کلاس C / C230                                                   4    7,970,000,000     0.0147     1.3598
 611  نیسان / مورانو / LE                                                   4    4,435,000,000     0.0178     1.3585
 612  ب ام و / X1 / sDrive 18i                                              4    5,987,500,000     0.0224     1.3567
 613  اینفینیت / اکسپلورر / 2.0 لیتر توربو                                  4    5,975,000,000     0.0225     1.3566
 614  سمند / سورن / ساده                                                    4      822,500,000     0.0233     1.3563
 615  اسکای ول / ET5 / 150 کیلو وات                                         4    5,500,000,000     0.0287     1.3542
 616  کوییک / GXR / H دنده ای                                               4    1,152,000,000     0.0308     1.3533
 617  ام وی ام / 110 / 4 سیلندر اتوماتیک                                    4      652,500,000     0.0314     1.3531
 618  کیا / موهاوی / 6 سیلندر                                               4    7,220,000,000     0.0334     1.3523
 619  ریگان / کوپا / رویال                                                  4    3,292,500,000     0.0335     1.3523
 620  ام وی ام / X22 / دنده ای لاکچری                                       4    1,700,000,000     0.0360     1.3513
 621  تویوتا / یاریس هاچ بک / اتوماتیک                                      4    4,270,000,000     0.0361     1.3512
 622  جی ای سی / امپو هیبرید / 2.0 لیتر پرو                                 4    6,427,500,000     0.0371     1.3508
 623  ب ام و / i5 / eDrive 40L                                              4   26,575,000,000     0.0384     1.3503
 624  رنو / لتیتود / اتوماتیک                                               4    4,980,000,000     0.0401     1.3496
 625  تویوتا / C-HR هیبرید / 2.0 لیتر                                       4   12,432,500,000     0.0414     1.3491
 626  تویوتا / کمری هیبرید / 2.5 لیتر اسپرت پلاس                            4   12,925,000,000     0.0436     1.3482
 627  لکسوس / IS / 250 fsport                                               4   12,725,000,000     0.0476     1.3466
 628  لکسوس / NX / 200 توربو fsport                                         4   14,100,000,000     0.0496     1.3458
 629  کی ام سی / eJ7 / پلاس                                                 4    4,012,500,000     0.0501     1.3456
 630  پارس نوآ / 1.6 لیتر / دنده ای                                         4    2,372,500,000     0.0539     1.3441
 631  چری / تیگو 5 / لاکچری اسپرت                                           4    2,622,500,000     0.0550     1.3437
 632  ولوو / XC90 / T6 آر دیزاین                                            4   17,082,500,000     0.0588     1.3421
 633  فولکس / تیگوان L / PRO R-LINE 4WD                                     4   14,612,500,000     0.0647     1.3398
 634  سوزوکی / گراند ویتارا (مونتاژ) / 2.0 لیتر دنده ای                     4    2,732,500,000     0.0649     1.3397
 635  جیلی / آزکارا هیبرید / 1.5 لیتر توربو                                 4    5,987,500,000     0.0653     1.3395
 636  زامیاد / کارون / دنده ای                                              4    3,000,000,000     0.0687     1.3382
 637  مزدا / 2 هاچ بک / اتوماتیک                                            4    2,347,500,000     0.0690     1.3380
 638  رنو / پی کی / دنده ای                                                 4      220,000,000     0.0719     1.3369
 639  پروتون / جن تو / دنده ای                                              4    1,025,000,000     0.0732     1.3364
 640  مکسوس / استار H / 2.0 لیتر توربو                                      4    6,735,000,000     0.0762     1.3352
 641  جیلی / امگرند X7 / اتوماتیک                                           4    2,235,000,000     0.0771     1.3348
 642  پراید / 131 / LE                                                      4      526,250,000     0.0915     1.3291
 643  سمند / سورن / ELX توربو                                               4    1,300,000,000     0.0942     1.3280
 644  پاژن / دو در / دنده ای                                                4      725,000,000     0.1034     1.3243
 645  اوتار / 12EREV / اولترا                                               4   24,125,000,000     0.1050     1.3236
 646  جی ای سی / ES9 / پرمیوم                                               4   14,650,000,000     0.1123     1.3207
 647  پیش فروش ب ام و / سری 2 گرن کوپه / 225L                               4   10,675,000,000     0.1194     1.3179
 648  سانگ یانگ (KGM) / کوراندو / 1.5 لیتر توربو 2WD                        4    7,950,000,000     0.1382     1.3104
 649  تویوتا / کرولا / 1.8 لیتر XLI                                         4    3,450,000,000     0.1438     1.3081
 650  ب ام و / سری 4 گرن کوپه / 428i                                        4   13,200,000,000     0.1577     1.3026
 651  پیش فروش فولکس / آی دی یونیکس / پیور                                  4    4,200,000,000     0.1667     1.2990
 652  بنز / کلاس GLK / GLK350                                               4   16,275,000,000     0.1793     1.2940
 653  مزدا / وانت دوکابين / دنده ای                                         4    1,487,500,000     0.1800     1.2936
 654  مزدا / 323 / دنده ای                                                  4      847,500,000     0.1903     1.2895
 655  هوندا / آکورد e_PHEV / 2.0 لیتر                                       5   11,318,000,000     0.5178     1.2679
 656  پیش فروش آئودی / Q4 e-tron / 40                                       4    7,500,000,000     0.2667     1.2590
 657  هیوندای / ورنا / دنده ای                                              4    1,210,000,000     0.2902     1.2496
 658  تویوتا / کمری / XLE                                                   5    7,084,000,000     0.5752     1.2450
 659  نیسان / پاترول چهار در / 6 سیلندر                                     4    1,295,000,000     0.3090     1.2421
 660  بنز / کلاس CLS / CLS500                                               4   26,622,500,000     0.3274     1.2347
 661  حواله ایکس پنگ / G9 / 680 Ultra Max AWD                               3   10,000,000,000     0.0000     1.2318
 662  حواله نیسان / قشقایی / تک دیفرانسیل آنر                               3    6,980,000,000     0.0000     1.2318
 663  حواله نیسان / ترا / اکسکلوسیو                                         3    6,000,000,000     0.0000     1.2318
 664  پیش فروش اطلس / دنده ای / تیپ S                                       3      400,333,333     0.0012     1.2313
 665  تیبا / هاچ بک / پلاس                                                  3      948,333,333     0.0025     1.2308
 666  تانک / 500HEV مونتاژی / 2.0 لیتر توربو                                3   18,566,666,667     0.0051     1.2297
 667  ام وی ام / X22 / اتوماتیک اسپرت لاکچری                                3    2,166,666,667     0.0109     1.2274
 668  دی اس / 6 / اتوماتیک                                                  3    5,010,000,000     0.0118     1.2271
 669  بنز / کلاس C / C350                                                   3    7,883,333,333     0.0130     1.2266
 670  میتسوبیشی / اوتلندر / دو دیفرانسیل تیپ 3                              3    7,023,333,333     0.0140     1.2262
 671  بی وای دی / سی لاین 06 DMi / 170 پلاس                                 3   11,516,666,667     0.0143     1.2260
 672  ام وی ام / X22 / اتوماتیک لاکچری                                      3    1,883,333,333     0.0152     1.2257
 673  فونیکس / F9 / 2.0 لیتر توربو                                          3   11,266,666,667     0.0167     1.2251
 674  چری / تیگو 7 / اکسلنت                                                 3    2,960,000,000     0.0168     1.2251
 675  دی اس / 3 / اتوماتیک                                                  3    4,343,333,333     0.0174     1.2248
 676  ب ام و / X3 / xDrive 25L                                              3   26,333,333,333     0.0179     1.2246
 677  پیش فروش فونیکس / FX EV / 150 کیلو وات                                3    4,833,333,333     0.0195     1.2240
 678  حواله لوکانو / L7 / 1.6 لیتر توربو                                    3    6,600,000,000     0.0214     1.2232
 679  پیش فروش نیسان / ترا / اکسکلوسیو                                      3    2,900,000,000     0.0244     1.2220
 680  نیسان / قشقایی / تک دیفرانسیل                                         3    6,616,666,667     0.0249     1.2218
 681  ب ام و / X6 / 35                                                      3   11,200,000,000     0.0253     1.2217
 682  تویوتا / پریوس / تیپ 3                                                3    5,093,333,333     0.0259     1.2214
 683  ب ام و / سری i / i8                                                   3   35,666,666,667     0.0264     1.2212
 684  کیا / استونیک / 1.4 لیتر                                              3    4,763,333,333     0.0271     1.2209
 685  پژو / 207 / تیپ 5                                                     3    1,686,666,667     0.0279     1.2206
 686  لیفان / X70 / اتوماتیک                                                3    3,366,666,667     0.0280     1.2206
 687  دایون / Y5 پلاس / اتوماتیک                                            3    4,366,666,667     0.0286     1.2204
 688  بنز / کلاس EQA / EQA260                                               3   14,110,000,000     0.0300     1.2198
 689  لکسوس / NX / 200 توربو                                                3   12,933,333,333     0.0324     1.2188
 690  چانگان / CS 35 / اتوماتیک                                             3    2,470,000,000     0.0348     1.2178
 691  لکسوس / CT / 200h                                                     3    7,093,333,333     0.0357     1.2175
 692  ب ام و / سری 4 کروک / 428i                                            3   15,833,333,333     0.0394     1.2160
 693  رنو / سیمبل / LE                                                      3    2,326,666,667     0.0410     1.2154
 694  رنو / فلوئنس / E4                                                     3    3,900,000,000     0.0480     1.2126
 695  تیبا / صندوق دار / EX                                                 3      636,666,667     0.0534     1.2104
 696  حواله کی ام سی / ایگل / 1.5 لیتر                                      3    2,500,000,000     0.0566     1.2091
 697  هاوال / H9 / اتوماتیک                                                 3   17,083,333,333     0.0621     1.2070
 698  ام وی ام / 110S / کامفورت                                             3      814,333,333     0.0730     1.2026
 699  ب ام و / سری 5 سدان / 525i                                            3    3,650,000,000     0.0733     1.2024
 700  لیفان / 520 / دنده ای                                                 3      575,000,000     0.0741     1.2021
 701  بنز / کلاس EQB / EQB260                                               3   18,216,666,667     0.0775     1.2008
 702  تویوتا / لندکروز وانت تک کابین / 4.5F                                 3    8,966,666,667     0.0816     1.1991
 703  سوزوکی / گراند ویتارا (مونتاژ) / 2.4 لیتر دنده ای                     3    3,183,333,333     0.0834     1.1984
 704  ام وی ام / 315 صندوق دار / ساده                                       3      996,666,667     0.0861     1.1974
 705  یوآز / پاتریوت / اتوماتیک                                             3    4,853,333,333     0.0882     1.1965
 706  نیسان / ناوارا / 2.5 لیتر توربو                                       3   12,483,333,333     0.1001     1.1917
 707  دی اس / 7 کراس بک / اپرا                                              3   14,363,333,333     0.1164     1.1852
 708  پیش فروش بی ای دبلیو (BAW) / 212 / 2.0 لیتر توربو لجند                3    5,996,666,667     0.1187     1.1843
 709  زامیاد / ریچ / دنده ای                                                3    2,906,666,667     0.1197     1.1839
 710  پیش فروش کوییک / SR / دنده ای                                         3      328,833,333     0.1240     1.1822
 711  پورشه / کاین / توربو                                                  3   30,166,666,667     0.1356     1.1776
 712  رنو / تندر 90 / پلاس دنده ای                                          3    2,266,666,667     0.1364     1.1772
 713  هوندا / HR-V / 1.5 لیتر                                               3    7,496,666,667     0.1704     1.1636
 714  تویوتا / کمری / XLI                                                   3    3,050,000,000     0.1755     1.1616
 715  زامیاد / وانت نیسان / دیزل                                            3    1,420,000,000     0.1900     1.1558
 716  رنو / اسکالا / 2.0 لیتر E4                                            3    3,576,666,667     0.2106     1.1475
 717  حواله کی ام سی / SR3 / 1.6 لیتر                                       3    3,033,333,333     0.2176     1.1447
 718  ب ام و / سری 3 سدان / 318i                                            3    3,816,666,667     0.3156     1.1056
 719  حواله فونیکس / FX / پریمیوم FWD                                       4    1,778,500,000     0.6782     1.0944
 720  زامیاد / اکستند EX / بنزینی                                           3    3,146,666,667     0.4165     1.0652
